content_id,url,title,content_type,current_category,proposed_domain,target_agency,jurisdiction,authority_status,audit_status,risk_level,verified_at,official_source_link_count,inbound_links,text_len,reason,recommended_action,priority
topics:price-escalation,/topics/price-escalation,물가변동 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,5,14200,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:private-contract-amount,/topics/private-contract-amount,수의계약 금액 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,11,13921,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:private-contract-justification,/topics/private-contract-justification,수의계약 사유서 작성법 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-05,0,5,16660,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:private-contract-limit,/topics/private-contract-limit,수의계약 한도 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-04-29,0,11,12287,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-04-29 — 3개월 이상 경과,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:quote-collection-guide,/topics/quote-collection-guide,비교견적서 수집 방법 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-04-29,0,4,16454,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-04-29 — 3개월 이상 경과,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:reinstatement,/topics/reinstatement,복직 — 공무원 법령 근거·절차·실무사례 완전정리,topics,복무,02_복무,UNSPECIFIED,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-05-21,0,8,12214,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-05-21 — 3개월 이상 경과 ; R-S2 meta description 부재/과단,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:secondment,/topics/secondment,파견 — 공무원 법령 근거·절차·실무사례 완전정리,topics,복무,02_복무,UNSPECIFIED,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-05-21,0,7,8434,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-05-21 — 3개월 이상 경과 ; R-S2 meta description 부재/과단,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:sick-leave,/topics/sick-leave,병가 — 공무원 법령 근거·절차·실무사례 완전정리,topics,복무,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-05-21,0,14,11161,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-05-21 — 3개월 이상 경과 ; R-S2 meta description 부재/과단,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:single-quote,/topics/single-quote,1인견적 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,45,12611,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:small-amount-contract,/topics/small-amount-contract,소액수의 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,55,12818,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:special-leave,/topics/special-leave,특별휴가 — 공무원 법령 근거·절차·실무사례 완전정리,topics,복무,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-16,0,3,10079,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-S2 meta description 부재/과단,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:split-contract,/topics/split-contract,분할계약 금지 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,6,11364,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-S2 meta description 부재/과단,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:split-contract-prohibition,/topics/split-contract-prohibition,분할발주 금지 — 지방계약법 근거·절차·실무사례 완전정리,topics,계약,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,18,15852,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
topics:travel-expense,/topics/travel-expense,출장비 — 공무원 법령 근거·절차·실무사례 완전정리,topics,여비/출장,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-04-29,0,563,13028,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-04-29 — 3개월 이상 경과,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:travel-expense-settlement,/topics/travel-expense-settlement,여비정산 — 공무원 법령 근거·절차·실무사례 완전정리,topics,여비/출장,02_복무,UNSPECIFIED,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-05-21,0,7,9589,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-05-21 — 3개월 이상 경과,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:vehicle-travel-allowance,/topics/vehicle-travel-allowance,자가용 출장 여비 — 공무원 법령 근거·절차·실무사례 완전정리,topics,여비/출장,02_복무,UNSPECIFIED,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-05-21,0,9,10673,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-05-21 — 3개월 이상 경과 ; R-S2 meta description 부재/과단,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:welfare-point,/topics/welfare-point,공무원 복지포인트 — 공무원 법령 근거·절차·실무사례 완전정리,topics,급여/수당,03_보수수당,LOCAL_GOVERNMENT,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-05-21,0,8,8934,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-B1 검토일 2026-05-21 — 3개월 이상 경과,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공 ; 재검증 주기 정책 적용,P1
topics:year-end-settlement,/topics/year-end-settlement,연말정산 — 공무원 법령 근거·절차·실무사례 완전정리,topics,급여/수당,03_보수수당,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,OFFICIAL_PARTIAL,UPDATE,MEDIUM,2026-06-04,0,5,13814,R-T0 법제처 딥링크 + 검증배지 + 조문 근거 보유 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,Agency Rule Layer(COMMON_RULE + OVERRIDE)로 기관별 분기 제공,P1
guides:budget-carryover-guide,/guides/budget-carryover-guide,예산 이월 실무 가이드,guides,,04_예산회계,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,4,2180,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-1,/guides/budget-execution-complete-1,예산 집행이란 무엇인가 — 왕초보 완전정복 1편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4766,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-10,/guides/budget-execution-complete-10,Q&A 20문항 총정리 — 왕초보 완전정복 10편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,MERGE,LOW,2026-05,0,12,5181,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기 ; R-I1 <title> 완전 중복 — 검색 카니벌라이제이션,official_source_url 채우기 ; 제목 차별화 또는 통합,P2
guides:budget-execution-complete-2,/guides/budget-execution-complete-2,지출원인행위 완전정복 — 왕초보 완전정복 2편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,16,4465,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-3,/guides/budget-execution-complete-3,지출 품의·결의 서류 작성법 — 왕초보 완전정복 3편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4492,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-4,/guides/budget-execution-complete-4,재무관 확인 의무 체크리스트 — 왕초보 완전정복 4편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,15,4601,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-5,/guides/budget-execution-complete-5,선집행(사전 집행) 절대 금지 원칙 — 왕초보 완전정복 5편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4908,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-6,/guides/budget-execution-complete-6,예산과목(목) 오류 방지 가이드 — 왕초보 완전정복 6편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4869,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-7,/guides/budget-execution-complete-7,예비비 사용 완전정복 — 왕초보 완전정복 7편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4520,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-8,/guides/budget-execution-complete-8,예산 이월·불용 처리 실무 — 왕초보 완전정복 8편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,14,4520,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-execution-complete-9,/guides/budget-execution-complete-9,예산집행 감사 지적 사례 TOP 10 — 왕초보 완전정복 9편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,25,4438,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-1,/guides/budget-planning-complete-1,예산편성이란 무엇인가 — 기초 개념 완전정복 1편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4332,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-10,/guides/budget-planning-complete-10,Q&A 20문항 총정리 — 예산편성 완전정복 10편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,5324,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기 ; R-I2 유사 주제 클러스터 — 통합 검토,official_source_url 채우기,P2
guides:budget-planning-complete-2,/guides/budget-planning-complete-2,행안부 예산편성 운영기준 완벽 정리 — 예산편성 완전정복 2편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,89,4413,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-3,/guides/budget-planning-complete-3,세입예산 편성 실무 — 예산편성 완전정복 3편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4379,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-4,/guides/budget-planning-complete-4,세출예산 편성 실무 — 예산편성 완전정복 4편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,16,4598,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-5,/guides/budget-planning-complete-5,인건비 편성 완전정복 — 예산편성 완전정복 5편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4590,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-6,/guides/budget-planning-complete-6,경상적 경비 편성 실무 — 예산편성 완전정복 6편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4482,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-7,/guides/budget-planning-complete-7,자본지출 편성 실무 — 예산편성 완전정복 7편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,15,4522,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-8,/guides/budget-planning-complete-8,국고보조사업 예산편성 — 예산편성 완전정복 8편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4478,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:budget-planning-complete-9,/guides/budget-planning-complete-9,예산편성 감사 지적 사례 TOP10 — 예산편성 완전정복 9편,guides,,04_예산회계,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,15,4359,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-1,/guides/construction-contract-complete-1,공사계약이란 무엇인가 — 왕초보 완전정복 1편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4793,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-10,/guides/construction-contract-complete-10,Q&A 20문항 총정리 — 왕초보 완전정복 10편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,MERGE,LOW,2026-05,0,12,5635,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기 ; R-I1 <title> 완전 중복 — 검색 카니벌라이제이션,official_source_url 채우기 ; 제목 차별화 또는 통합,P2
guides:construction-contract-complete-2,/guides/construction-contract-complete-2,공사 발주 준비 — 왕초보 완전정복 2편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4478,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-3,/guides/construction-contract-complete-3,공사 입찰 실무 — 왕초보 완전정복 3편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4723,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-4,/guides/construction-contract-complete-4,착공 전 준비사항 — 왕초보 완전정복 4편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4469,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-5,/guides/construction-contract-complete-5,공사 기성금 실무 — 왕초보 완전정복 5편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4641,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-6,/guides/construction-contract-complete-6,설계변경 완전정복 — 왕초보 완전정복 6편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4411,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-7,/guides/construction-contract-complete-7,공사기간 연장 실무 — 왕초보 완전정복 7편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4486,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-8,/guides/construction-contract-complete-8,준공검사 완전정복 — 왕초보 완전정복 8편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,14,4719,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:construction-contract-complete-9,/guides/construction-contract-complete-9,공사계약 감사 지적 사례 TOP10 — 왕초보 완전정복 9편,guides,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4612,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:dual-quote-guide,/guides/dual-quote-guide,2인 이상 견적 수의계약 가이드,guides,,05_계약조달,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,2,2525,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:emergency-contract-guide,/guides/emergency-contract-guide,긴급계약 체결 가이드,guides,,05_계약조달,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,2,2582,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-1,/guides/hr-welfare-complete-1,공무원 인사 기초 — 왕초보 완전정복 1편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4256,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-10,/guides/hr-welfare-complete-10,Q&A 20문항 총정리 — 왕초보 완전정복 10편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,MERGE,LOW,2026-05,0,15,5608,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기 ; R-I1 <title> 완전 중복 — 검색 카니벌라이제이션,official_source_url 채우기 ; 제목 차별화 또는 통합,P2
guides:hr-welfare-complete-2,/guides/hr-welfare-complete-2,연가 완전정복 — 왕초보 완전정복 2편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4341,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-3,/guides/hr-welfare-complete-3,병가·특별휴가 완전정복 — 왕초보 완전정복 3편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,14,4469,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-4,/guides/hr-welfare-complete-4,공가·외출·조퇴 완전정복 — 왕초보 완전정복 4편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4510,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-5,/guides/hr-welfare-complete-5,휴직 완전정복 — 왕초보 완전정복 5편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4756,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-6,/guides/hr-welfare-complete-6,보수 체계 완전정복 — 왕초보 완전정복 6편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4544,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-7,/guides/hr-welfare-complete-7,각종 수당 완전정복 — 왕초보 완전정복 7편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,15,4691,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:hr-welfare-complete-9,/guides/hr-welfare-complete-9,인사·복무 감사 지적 사례 TOP 10 — 왕초보 완전정복 9편,guides,,99_미분류,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,13,4764,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:inspection-report,/guides/inspection-report,검수조서 작성 가이드,guides,,05_계약조달,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,2,2013,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:private-contract-amount-guide,/guides/private-contract-amount-guide,수의계약 금액기준 가이드,guides,,05_계약조달,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,6,2567,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:private-contract-guide,/guides/private-contract-guide,수의계약 체결 실무 가이드,guides,,05_계약조달,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,3,2342,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:purchase-and-inspection,/guides/purchase-and-inspection,물품 구매 및 검수 절차 가이드,guides,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,3,2355,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:single-quote-guide,/guides/single-quote-guide,1인견적 수의계약 가이드,guides,,05_계약조달,UNSPECIFIED,LOCAL,SECONDARY_SOURCE,UPDATE,LOW,2026-06,0,3,2510,R-GD2 검토일 2026-06 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
guides:travel-expense-complete-9,/guides/travel-expense-complete-9,출장여비 감사 지적 사례 TOP10 — 왕초보 완전정복 9편,guides,,02_복무,UNSPECIFIED,UNSPECIFIED,SECONDARY_SOURCE,UPDATE,LOW,2026-05,0,12,4442,R-GD2 검토일 2026-05 표기 있으나 1차 출처 미표기,official_source_url 채우기,P2
templates:1,/templates/1,물품구매 표준계약서,templates,,99_미분류,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,LOW,,0,17,773,R-TP1 본문 얇음(<800자)·메타 description 부재 ; R-S2 meta description 부재/과단 ; R-S3 thin content,서식별 근거·작성요령·관련 토픽 링크 보강,P2
templates:10,/templates/10,하도급대금 직접지급확인서,templates,,99_미분류,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,LOW,,0,1,776,R-TP1 본문 얇음(<800자)·메타 description 부재 ; R-S2 meta description 부재/과단 ; R-S3 thin content,서식별 근거·작성요령·관련 토픽 링크 보강,P2
templates:11,/templates/11,착공계,templates,,99_미분류,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,LOW,,0,9,481,R-TP1 본문 얇음(<800자)·메타 description 부재 ; R-S2 meta description 부재/과단 ; R-S3 thin content,서식별 근거·작성요령·관련 토픽 링크 보강,P2
templates:12,/templates/12,준공검사조서,templates,,99_미분류,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,LOW,,0,4,527,R-TP1 본문 얇음(<800자)·메타 description 부재 ; R-S2 meta description 부재/과단 ; R-S3 thin content,서식별 근거·작성요령·관련 토픽 링크 보강,P2
templates:13,/templates/13,안전점검 체크리스트,templates,,99_미분류,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,LOW,,0,3,527,R-TP1 본문 얇음(<800자)·메타 description 부재 ; R-S2 meta description 부재/과단 ; R-S3 thin content,서식별 근거·작성요령·관련 토픽 링크 보강,P2
